id_temps,jour,mois,annee,date_complete
1,1,1,2019,2019-01-01
2,2,1,2019,2019-01-02
3,3,1,2019,2019-01-03
4,4,1,2019,2019-01-04
5,5,1,2019,2019-01-05
6,6,1,2019,2019-01-06
7,7,1,2019,2019-01-07
8,8,1,2019,2019-01-08
9,9,1,2019,2019-01-09
10,10,1,2019,2019-01-10
11,11,1,2019,2019-01-11
12,12,1,2019,2019-01-12
13,13,1,2019,2019-01-13
14,14,1,2019,2019-01-14
15,15,1,2019,2019-01-15
16,16,1,2019,2019-01-16
17,17,1,2019,2019-01-17
18,18,1,2019,2019-01-18
19,19,1,2019,2019-01-19
20,20,1,2019,2019-01-20
21,21,1,2019,2019-01-21
22,22,1,2019,2019-01-22
23,23,1,2019,2019-01-23
24,24,1,2019,2019-01-24
25,25,1,2019,2019-01-25
26,26,1,2019,2019-01-26
27,27,1,2019,2019-01-27
28,28,1,2019,2019-01-28
29,29,1,2019,2019-01-29
30,30,1,2019,2019-01-30
31,31,1,2019,2019-01-31
32,1,2,2019,2019-02-01
33,2,2,2019,2019-02-02
34,3,2,2019,2019-02-03
35,4,2,2019,2019-02-04
36,5,2,2019,2019-02-05
37,6,2,2019,2019-02-06
38,7,2,2019,2019-02-07
39,8,2,2019,2019-02-08
40,9,2,2019,2019-02-09
41,10,2,2019,2019-02-10
42,11,2,2019,2019-02-11
43,12,2,2019,2019-02-12
44,13,2,2019,2019-02-13
45,14,2,2019,2019-02-14
46,15,2,2019,2019-02-15
47,16,2,2019,2019-02-16
48,17,2,2019,2019-02-17
49,18,2,2019,2019-02-18
50,19,2,2019,2019-02-19
51,20,2,2019,2019-02-20
52,21,2,2019,2019-02-21
53,22,2,2019,2019-02-22
54,23,2,2019,2019-02-23
55,24,2,2019,2019-02-24
56,25,2,2019,2019-02-25
57,26,2,2019,2019-02-26
58,27,2,2019,2019-02-27
59,28,2,2019,2019-02-28
60,1,3,2019,2019-03-01
61,2,3,2019,2019-03-02
62,3,3,2019,2019-03-03
63,4,3,2019,2019-03-04
64,5,3,2019,2019-03-05
65,6,3,2019,2019-03-06
66,7,3,2019,2019-03-07
67,8,3,2019,2019-03-08
68,9,3,2019,2019-03-09
69,10,3,2019,2019-03-10
70,11,3,2019,2019-03-11
71,12,3,2019,2019-03-12
72,13,3,2019,2019-03-13
73,14,3,2019,2019-03-14
74,15,3,2019,2019-03-15
75,16,3,2019,2019-03-16
76,17,3,2019,2019-03-17
77,18,3,2019,2019-03-18
78,19,3,2019,2019-03-19
79,20,3,2019,2019-03-20
80,21,3,2019,2019-03-21
81,22,3,2019,2019-03-22
82,23,3,2019,2019-03-23
83,24,3,2019,2019-03-24
84,25,3,2019,2019-03-25
85,26,3,2019,2019-03-26
86,27,3,2019,2019-03-27
87,28,3,2019,2019-03-28
88,29,3,2019,2019-03-29
89,30,3,2019,2019-03-30
90,31,3,2019,2019-03-31
91,1,4,2019,2019-04-01
92,2,4,2019,2019-04-02
93,3,4,2019,2019-04-03
94,4,4,2019,2019-04-04
95,5,4,2019,2019-04-05
96,6,4,2019,2019-04-06
97,7,4,2019,2019-04-07
98,8,4,2019,2019-04-08
99,9,4,2019,2019-04-09
100,10,4,2019,2019-04-10
101,11,4,2019,2019-04-11
102,12,4,2019,2019-04-12
103,13,4,2019,2019-04-13
104,14,4,2019,2019-04-14
105,15,4,2019,2019-04-15
106,16,4,2019,2019-04-16
107,17,4,2019,2019-04-17
108,18,4,2019,2019-04-18
109,19,4,2019,2019-04-19
110,20,4,2019,2019-04-20
111,21,4,2019,2019-04-21
112,22,4,2019,2019-04-22
113,23,4,2019,2019-04-23
114,24,4,2019,2019-04-24
115,25,4,2019,2019-04-25
116,26,4,2019,2019-04-26
117,27,4,2019,2019-04-27
118,28,4,2019,2019-04-28
119,29,4,2019,2019-04-29
120,30,4,2019,2019-04-30
121,1,5,2019,2019-05-01
122,2,5,2019,2019-05-02
123,3,5,2019,2019-05-03
124,4,5,2019,2019-05-04
125,5,5,2019,2019-05-05
126,6,5,2019,2019-05-06
127,7,5,2019,2019-05-07
128,8,5,2019,2019-05-08
129,9,5,2019,2019-05-09
130,10,5,2019,2019-05-10
131,11,5,2019,2019-05-11
132,12,5,2019,2019-05-12
133,13,5,2019,2019-05-13
134,14,5,2019,2019-05-14
135,15,5,2019,2019-05-15
136,16,5,2019,2019-05-16
137,17,5,2019,2019-05-17
138,18,5,2019,2019-05-18
139,19,5,2019,2019-05-19
140,20,5,2019,2019-05-20
141,21,5,2019,2019-05-21
142,22,5,2019,2019-05-22
143,23,5,2019,2019-05-23
144,24,5,2019,2019-05-24
145,25,5,2019,2019-05-25
146,26,5,2019,2019-05-26
147,27,5,2019,2019-05-27
148,28,5,2019,2019-05-28
149,29,5,2019,2019-05-29
150,30,5,2019,2019-05-30
151,31,5,2019,2019-05-31
152,1,6,2019,2019-06-01
153,2,6,2019,2019-06-02
154,3,6,2019,2019-06-03
155,4,6,2019,2019-06-04
156,5,6,2019,2019-06-05
157,6,6,2019,2019-06-06
158,7,6,2019,2019-06-07
159,8,6,2019,2019-06-08
160,9,6,2019,2019-06-09
161,10,6,2019,2019-06-10
162,11,6,2019,2019-06-11
163,12,6,2019,2019-06-12
164,13,6,2019,2019-06-13
165,14,6,2019,2019-06-14
166,15,6,2019,2019-06-15
167,16,6,2019,2019-06-16
168,17,6,2019,2019-06-17
169,18,6,2019,2019-06-18
170,19,6,2019,2019-06-19
171,20,6,2019,2019-06-20
172,21,6,2019,2019-06-21
173,22,6,2019,2019-06-22
174,23,6,2019,2019-06-23
175,24,6,2019,2019-06-24
176,25,6,2019,2019-06-25
177,26,6,2019,2019-06-26
178,27,6,2019,2019-06-27
179,28,6,2019,2019-06-28
180,29,6,2019,2019-06-29
181,30,6,2019,2019-06-30
182,1,7,2019,2019-07-01
183,2,7,2019,2019-07-02
184,3,7,2019,2019-07-03
185,4,7,2019,2019-07-04
186,5,7,2019,2019-07-05
187,6,7,2019,2019-07-06
188,7,7,2019,2019-07-07
189,8,7,2019,2019-07-08
190,9,7,2019,2019-07-09
191,10,7,2019,2019-07-10
192,11,7,2019,2019-07-11
193,12,7,2019,2019-07-12
194,13,7,2019,2019-07-13
195,14,7,2019,2019-07-14
196,15,7,2019,2019-07-15
197,16,7,2019,2019-07-16
198,17,7,2019,2019-07-17
199,18,7,2019,2019-07-18
200,19,7,2019,2019-07-19
201,20,7,2019,2019-07-20
202,21,7,2019,2019-07-21
203,22,7,2019,2019-07-22
204,23,7,2019,2019-07-23
205,24,7,2019,2019-07-24
206,25,7,2019,2019-07-25
207,26,7,2019,2019-07-26
208,27,7,2019,2019-07-27
209,28,7,2019,2019-07-28
210,29,7,2019,2019-07-29
211,30,7,2019,2019-07-30
212,31,7,2019,2019-07-31
213,1,8,2019,2019-08-01
214,2,8,2019,2019-08-02
215,3,8,2019,2019-08-03
216,4,8,2019,2019-08-04
217,5,8,2019,2019-08-05
218,6,8,2019,2019-08-06
219,7,8,2019,2019-08-07
220,8,8,2019,2019-08-08
221,9,8,2019,2019-08-09
222,10,8,2019,2019-08-10
223,11,8,2019,2019-08-11
224,12,8,2019,2019-08-12
225,13,8,2019,2019-08-13
226,14,8,2019,2019-08-14
227,15,8,2019,2019-08-15
228,16,8,2019,2019-08-16
229,17,8,2019,2019-08-17
230,18,8,2019,2019-08-18
231,19,8,2019,2019-08-19
232,20,8,2019,2019-08-20
233,21,8,2019,2019-08-21
234,22,8,2019,2019-08-22
235,23,8,2019,2019-08-23
236,24,8,2019,2019-08-24
237,25,8,2019,2019-08-25
238,26,8,2019,2019-08-26
239,27,8,2019,2019-08-27
240,28,8,2019,2019-08-28
241,29,8,2019,2019-08-29
242,30,8,2019,2019-08-30
243,31,8,2019,2019-08-31
244,1,9,2019,2019-09-01
245,2,9,2019,2019-09-02
246,3,9,2019,2019-09-03
247,4,9,2019,2019-09-04
248,5,9,2019,2019-09-05
249,6,9,2019,2019-09-06
250,7,9,2019,2019-09-07
251,8,9,2019,2019-09-08
252,9,9,2019,2019-09-09
253,10,9,2019,2019-09-10
254,11,9,2019,2019-09-11
255,12,9,2019,2019-09-12
256,13,9,2019,2019-09-13
257,14,9,2019,2019-09-14
258,15,9,2019,2019-09-15
259,16,9,2019,2019-09-16
260,17,9,2019,2019-09-17
261,18,9,2019,2019-09-18
262,19,9,2019,2019-09-19
263,20,9,2019,2019-09-20
264,21,9,2019,2019-09-21
265,22,9,2019,2019-09-22
266,23,9,2019,2019-09-23
267,24,9,2019,2019-09-24
268,25,9,2019,2019-09-25
269,26,9,2019,2019-09-26
270,27,9,2019,2019-09-27
271,28,9,2019,2019-09-28
272,29,9,2019,2019-09-29
273,30,9,2019,2019-09-30
274,1,10,2019,2019-10-01
275,2,10,2019,2019-10-02
276,3,10,2019,2019-10-03
277,4,10,2019,2019-10-04
278,5,10,2019,2019-10-05
279,6,10,2019,2019-10-06
280,7,10,2019,2019-10-07
281,8,10,2019,2019-10-08
282,9,10,2019,2019-10-09
283,10,10,2019,2019-10-10
284,11,10,2019,2019-10-11
285,12,10,2019,2019-10-12
286,13,10,2019,2019-10-13
287,14,10,2019,2019-10-14
288,15,10,2019,2019-10-15
289,16,10,2019,2019-10-16
290,17,10,2019,2019-10-17
291,18,10,2019,2019-10-18
292,19,10,2019,2019-10-19
293,20,10,2019,2019-10-20
294,21,10,2019,2019-10-21
295,22,10,2019,2019-10-22
296,23,10,2019,2019-10-23
297,24,10,2019,2019-10-24
298,25,10,2019,2019-10-25
299,26,10,2019,2019-10-26
300,27,10,2019,2019-10-27
301,28,10,2019,2019-10-28
302,29,10,2019,2019-10-29
303,30,10,2019,2019-10-30
304,31,10,2019,2019-10-31
305,1,11,2019,2019-11-01
306,2,11,2019,2019-11-02
307,3,11,2019,2019-11-03
308,4,11,2019,2019-11-04
309,5,11,2019,2019-11-05
310,6,11,2019,2019-11-06
311,7,11,2019,2019-11-07
312,8,11,2019,2019-11-08
313,9,11,2019,2019-11-09
314,10,11,2019,2019-11-10
315,11,11,2019,2019-11-11
316,12,11,2019,2019-11-12
317,13,11,2019,2019-11-13
318,14,11,2019,2019-11-14
319,15,11,2019,2019-11-15
320,16,11,2019,2019-11-16
321,17,11,2019,2019-11-17
322,18,11,2019,2019-11-18
323,19,11,2019,2019-11-19
324,20,11,2019,2019-11-20
325,21,11,2019,2019-11-21
326,22,11,2019,2019-11-22
327,23,11,2019,2019-11-23
328,24,11,2019,2019-11-24
329,25,11,2019,2019-11-25
330,26,11,2019,2019-11-26
331,27,11,2019,2019-11-27
332,28,11,2019,2019-11-28
333,29,11,2019,2019-11-29
334,30,11,2019,2019-11-30
335,1,12,2019,2019-12-01
336,2,12,2019,2019-12-02
337,3,12,2019,2019-12-03
338,4,12,2019,2019-12-04
339,5,12,2019,2019-12-05
340,6,12,2019,2019-12-06
341,7,12,2019,2019-12-07
342,8,12,2019,2019-12-08
343,9,12,2019,2019-12-09
344,10,12,2019,2019-12-10
345,11,12,2019,2019-12-11
346,12,12,2019,2019-12-12
347,13,12,2019,2019-12-13
348,14,12,2019,2019-12-14
349,15,12,2019,2019-12-15
350,16,12,2019,2019-12-16
351,17,12,2019,2019-12-17
352,18,12,2019,2019-12-18
353,19,12,2019,2019-12-19
354,20,12,2019,2019-12-20
355,21,12,2019,2019-12-21
356,22,12,2019,2019-12-22
357,23,12,2019,2019-12-23
358,24,12,2019,2019-12-24
359,25,12,2019,2019-12-25
360,26,12,2019,2019-12-26
361,27,12,2019,2019-12-27
362,28,12,2019,2019-12-28
363,29,12,2019,2019-12-29
364,30,12,2019,2019-12-30
365,31,12,2019,2019-12-31
366,1,1,2020,2020-01-01
367,2,1,2020,2020-01-02
368,3,1,2020,2020-01-03
369,4,1,2020,2020-01-04
370,5,1,2020,2020-01-05
371,6,1,2020,2020-01-06
372,7,1,2020,2020-01-07
373,8,1,2020,2020-01-08
374,9,1,2020,2020-01-09
375,10,1,2020,2020-01-10
376,11,1,2020,2020-01-11
377,12,1,2020,2020-01-12
378,13,1,2020,2020-01-13
379,14,1,2020,2020-01-14
380,15,1,2020,2020-01-15
381,16,1,2020,2020-01-16
382,17,1,2020,2020-01-17
383,18,1,2020,2020-01-18
384,19,1,2020,2020-01-19
385,20,1,2020,2020-01-20
386,21,1,2020,2020-01-21
387,22,1,2020,2020-01-22
388,23,1,2020,2020-01-23
389,24,1,2020,2020-01-24
390,25,1,2020,2020-01-25
391,26,1,2020,2020-01-26
392,27,1,2020,2020-01-27
393,28,1,2020,2020-01-28
394,29,1,2020,2020-01-29
395,30,1,2020,2020-01-30
396,31,1,2020,2020-01-31
397,1,2,2020,2020-02-01
398,2,2,2020,2020-02-02
399,3,2,2020,2020-02-03
400,4,2,2020,2020-02-04
401,5,2,2020,2020-02-05
402,6,2,2020,2020-02-06
403,7,2,2020,2020-02-07
404,8,2,2020,2020-02-08
405,9,2,2020,2020-02-09
406,10,2,2020,2020-02-10
407,11,2,2020,2020-02-11
408,12,2,2020,2020-02-12
409,13,2,2020,2020-02-13
410,14,2,2020,2020-02-14
411,15,2,2020,2020-02-15
412,16,2,2020,2020-02-16
413,17,2,2020,2020-02-17
414,18,2,2020,2020-02-18
415,19,2,2020,2020-02-19
416,20,2,2020,2020-02-20
417,21,2,2020,2020-02-21
418,22,2,2020,2020-02-22
419,23,2,2020,2020-02-23
420,24,2,2020,2020-02-24
421,25,2,2020,2020-02-25
422,26,2,2020,2020-02-26
423,27,2,2020,2020-02-27
424,28,2,2020,2020-02-28
425,29,2,2020,2020-02-29
426,1,3,2020,2020-03-01
427,2,3,2020,2020-03-02
428,3,3,2020,2020-03-03
429,4,3,2020,2020-03-04
430,5,3,2020,2020-03-05
431,6,3,2020,2020-03-06
432,7,3,2020,2020-03-07
433,8,3,2020,2020-03-08
434,9,3,2020,2020-03-09
435,10,3,2020,2020-03-10
436,11,3,2020,2020-03-11
437,12,3,2020,2020-03-12
438,13,3,2020,2020-03-13
439,14,3,2020,2020-03-14
440,15,3,2020,2020-03-15
441,16,3,2020,2020-03-16
442,17,3,2020,2020-03-17
443,18,3,2020,2020-03-18
444,19,3,2020,2020-03-19
445,20,3,2020,2020-03-20
446,21,3,2020,2020-03-21
447,22,3,2020,2020-03-22
448,23,3,2020,2020-03-23
449,24,3,2020,2020-03-24
450,25,3,2020,2020-03-25
451,26,3,2020,2020-03-26
452,27,3,2020,2020-03-27
453,28,3,2020,2020-03-28
454,29,3,2020,2020-03-29
455,30,3,2020,2020-03-30
456,31,3,2020,2020-03-31
457,1,4,2020,2020-04-01
458,2,4,2020,2020-04-02
459,3,4,2020,2020-04-03
460,4,4,2020,2020-04-04
461,5,4,2020,2020-04-05
462,6,4,2020,2020-04-06
463,7,4,2020,2020-04-07
464,8,4,2020,2020-04-08
465,9,4,2020,2020-04-09
466,10,4,2020,2020-04-10
467,11,4,2020,2020-04-11
468,12,4,2020,2020-04-12
469,13,4,2020,2020-04-13
470,14,4,2020,2020-04-14
471,15,4,2020,2020-04-15
472,16,4,2020,2020-04-16
473,17,4,2020,2020-04-17
474,18,4,2020,2020-04-18
475,19,4,2020,2020-04-19
476,20,4,2020,2020-04-20
477,21,4,2020,2020-04-21
478,22,4,2020,2020-04-22
479,23,4,2020,2020-04-23
480,24,4,2020,2020-04-24
481,25,4,2020,2020-04-25
482,26,4,2020,2020-04-26
483,27,4,2020,2020-04-27
484,28,4,2020,2020-04-28
485,29,4,2020,2020-04-29
486,30,4,2020,2020-04-30
487,1,5,2020,2020-05-01
488,2,5,2020,2020-05-02
489,3,5,2020,2020-05-03
490,4,5,2020,2020-05-04
491,5,5,2020,2020-05-05
492,6,5,2020,2020-05-06
493,7,5,2020,2020-05-07
494,8,5,2020,2020-05-08
495,9,5,2020,2020-05-09
496,10,5,2020,2020-05-10
497,11,5,2020,2020-05-11
498,12,5,2020,2020-05-12
499,13,5,2020,2020-05-13
500,14,5,2020,2020-05-14
501,15,5,2020,2020-05-15
502,16,5,2020,2020-05-16
503,17,5,2020,2020-05-17
504,18,5,2020,2020-05-18
505,19,5,2020,2020-05-19
506,20,5,2020,2020-05-20
507,21,5,2020,2020-05-21
508,22,5,2020,2020-05-22
509,23,5,2020,2020-05-23
510,24,5,2020,2020-05-24
511,25,5,2020,2020-05-25
512,26,5,2020,2020-05-26
513,27,5,2020,2020-05-27
514,28,5,2020,2020-05-28
515,29,5,2020,2020-05-29
516,30,5,2020,2020-05-30
517,31,5,2020,2020-05-31
518,1,6,2020,2020-06-01
519,2,6,2020,2020-06-02
520,3,6,2020,2020-06-03
521,4,6,2020,2020-06-04
522,5,6,2020,2020-06-05
523,6,6,2020,2020-06-06
524,7,6,2020,2020-06-07
525,8,6,2020,2020-06-08
526,9,6,2020,2020-06-09
527,10,6,2020,2020-06-10
528,11,6,2020,2020-06-11
529,12,6,2020,2020-06-12
530,13,6,2020,2020-06-13
531,14,6,2020,2020-06-14
532,15,6,2020,2020-06-15
533,16,6,2020,2020-06-16
534,17,6,2020,2020-06-17
535,18,6,2020,2020-06-18
536,19,6,2020,2020-06-19
537,20,6,2020,2020-06-20
538,21,6,2020,2020-06-21
539,22,6,2020,2020-06-22
540,23,6,2020,2020-06-23
541,24,6,2020,2020-06-24
542,25,6,2020,2020-06-25
543,26,6,2020,2020-06-26
544,27,6,2020,2020-06-27
545,28,6,2020,2020-06-28
546,29,6,2020,2020-06-29
547,30,6,2020,2020-06-30
548,1,7,2020,2020-07-01
549,2,7,2020,2020-07-02
550,3,7,2020,2020-07-03
551,4,7,2020,2020-07-04
552,5,7,2020,2020-07-05
553,6,7,2020,2020-07-06
554,7,7,2020,2020-07-07
555,8,7,2020,2020-07-08
556,9,7,2020,2020-07-09
557,10,7,2020,2020-07-10
558,11,7,2020,2020-07-11
559,12,7,2020,2020-07-12
560,13,7,2020,2020-07-13
561,14,7,2020,2020-07-14
562,15,7,2020,2020-07-15
563,16,7,2020,2020-07-16
564,17,7,2020,2020-07-17
565,18,7,2020,2020-07-18
566,19,7,2020,2020-07-19
567,20,7,2020,2020-07-20
568,21,7,2020,2020-07-21
569,22,7,2020,2020-07-22
570,23,7,2020,2020-07-23
571,24,7,2020,2020-07-24
572,25,7,2020,2020-07-25
573,26,7,2020,2020-07-26
574,27,7,2020,2020-07-27
575,28,7,2020,2020-07-28
576,29,7,2020,2020-07-29
577,30,7,2020,2020-07-30
578,31,7,2020,2020-07-31
579,1,8,2020,2020-08-01
580,2,8,2020,2020-08-02
581,3,8,2020,2020-08-03
582,4,8,2020,2020-08-04
583,5,8,2020,2020-08-05
584,6,8,2020,2020-08-06
585,7,8,2020,2020-08-07
586,8,8,2020,2020-08-08
587,9,8,2020,2020-08-09
588,10,8,2020,2020-08-10
589,11,8,2020,2020-08-11
590,12,8,2020,2020-08-12
591,13,8,2020,2020-08-13
592,14,8,2020,2020-08-14
593,15,8,2020,2020-08-15
594,16,8,2020,2020-08-16
595,17,8,2020,2020-08-17
596,18,8,2020,2020-08-18
597,19,8,2020,2020-08-19
598,20,8,2020,2020-08-20
599,21,8,2020,2020-08-21
600,22,8,2020,2020-08-22
601,23,8,2020,2020-08-23
602,24,8,2020,2020-08-24
603,25,8,2020,2020-08-25
604,26,8,2020,2020-08-26
605,27,8,2020,2020-08-27
606,28,8,2020,2020-08-28
607,29,8,2020,2020-08-29
608,30,8,2020,2020-08-30
609,31,8,2020,2020-08-31
610,1,9,2020,2020-09-01
611,2,9,2020,2020-09-02
612,3,9,2020,2020-09-03
613,4,9,2020,2020-09-04
614,5,9,2020,2020-09-05
615,6,9,2020,2020-09-06
616,7,9,2020,2020-09-07
617,8,9,2020,2020-09-08
618,9,9,2020,2020-09-09
619,10,9,2020,2020-09-10
620,11,9,2020,2020-09-11
621,12,9,2020,2020-09-12
622,13,9,2020,2020-09-13
623,14,9,2020,2020-09-14
624,15,9,2020,2020-09-15
625,16,9,2020,2020-09-16
626,17,9,2020,2020-09-17
627,18,9,2020,2020-09-18
628,19,9,2020,2020-09-19
629,20,9,2020,2020-09-20
630,21,9,2020,2020-09-21
631,22,9,2020,2020-09-22
632,23,9,2020,2020-09-23
633,24,9,2020,2020-09-24
634,25,9,2020,2020-09-25
635,26,9,2020,2020-09-26
636,27,9,2020,2020-09-27
637,28,9,2020,2020-09-28
638,29,9,2020,2020-09-29
639,30,9,2020,2020-09-30
640,1,10,2020,2020-10-01
641,2,10,2020,2020-10-02
642,3,10,2020,2020-10-03
643,4,10,2020,2020-10-04
644,5,10,2020,2020-10-05
645,6,10,2020,2020-10-06
646,7,10,2020,2020-10-07
647,8,10,2020,2020-10-08
648,9,10,2020,2020-10-09
649,10,10,2020,2020-10-10
650,11,10,2020,2020-10-11
651,12,10,2020,2020-10-12
652,13,10,2020,2020-10-13
653,14,10,2020,2020-10-14
654,15,10,2020,2020-10-15
655,16,10,2020,2020-10-16
656,17,10,2020,2020-10-17
657,18,10,2020,2020-10-18
658,19,10,2020,2020-10-19
659,20,10,2020,2020-10-20
660,21,10,2020,2020-10-21
661,22,10,2020,2020-10-22
662,23,10,2020,2020-10-23
663,24,10,2020,2020-10-24
664,25,10,2020,2020-10-25
665,26,10,2020,2020-10-26
666,27,10,2020,2020-10-27
